Id	Desc	Name	SceneResource	DBIndex	SceneRuleID	Type	IsOriginalWorldLoad	IsBigWorldLoad	IsBattleServerLoad	IsBattleCopySceneWorldLoad	Length	Width	Obstacle	Tussock	SceneMapTexture	SceneMapWidth	SceneMapHeight	SceneMapLogicWidth	BGMusic	CopySceneID	CopySceneReEnterable	MaxInstCount	PlayersMaxA	PlayersMaxB	PlayersMaxC	GroupNormalSize	GroupSlowSize	GroupPauseSize	ReliveType_1	ReliveType_2	ReliveType_3	ReliveType_4	Entry_x	Entry_z	Safe_x	Safe_z	ReliveOriginalNum	ReliveEntryNum	EnterSceneEffect	LeaveSceneEffect	WMEnterLevelLimit	EnterNoticeDicID	CanUsePlanScene	PlayerViewRadius	PlayerViewEdgeInc	ChangeTab	SafeAreaIndex	DamageRefixAreaIndex	SeamlessOffSetX	SeamlessOffsetZ	IsSeamlessLoadAll	LoadLevel	IsHideSummonMonster	IsAutoDisableOtherPlayerEffect	OpenNearPlayerLv	CancelGuiDaoGuWangTrans	CancelLieShanTrans	OpenMainUIAutoFade	IsTianHuaFly	ChatPaoMinLevel	InviteeLv	IsMagicSkillOpen
1069	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1070	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1071	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1072	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1073	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1074	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1075	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1076	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1077	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1078	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1079	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1080	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1081	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1082	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1083	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1084	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1085	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1086	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1087	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1088	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1089	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1090	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1091	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1092	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1093	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1094	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1095	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1096	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1097	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1098	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1099	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1100	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1101	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1102	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1103	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1104	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1105	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1106	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1107	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1108	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1109	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1110	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1111	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1112	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1113	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1114	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1115	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1116	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1117	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1118	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1119	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1120	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1121	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1122	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1123	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1124	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1125	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1126	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1127	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1128	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1129	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1130	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1131	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1132	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1133	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1134	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1135	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1136	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1137	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1138	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1139	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1140	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1141	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1142	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1143	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1144	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1145	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
1146	帮派属地（1000-1500	帮派属地	10	-1	5	3	1	0	0	0	50	50	./Scene/Fb_Banghuishudi.path		banghuishudi	150	150	50	64	0	0	-1	20	28	-1	12	80	100	1	1	0	1	32	32	32	32	-1	-1	1	1	1	-1	1	16	4	0	-1	-1	0	0	0	1	0	0	1	0	0	0	1	0	-1	1
